"snippet","data_ref","x","y","tied_data_refs"
"cis'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:77:3",51.997,27.905,""
"e'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:61:3",51.997,19.325,""
"cis''","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:46:3",51.997,10.744,""
"fis","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:93:6",55.61,36.486,""
"cis'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:77:9",55.61,27.905,""
"fis'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:61:7",55.61,19.325,""
"a'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:46:10",55.61,10.744,""
"fis","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:93:11",59.224,36.486,""
"cis'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:77:15",59.224,27.905,""
"fis'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:61:13",59.224,19.325,""
"a'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:46:14",59.224,10.744,""
"fis","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:93:18",62.837,36.486,""
"cis'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:77:23",62.837,27.905,""
"fis'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:61:19",62.837,19.325,""
"fis'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:46:18",62.837,10.744,""
"fis","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:93:23",66.451,36.486,""
"cis'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:77:29",66.451,27.905,""
"fis'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:62:3",66.451,19.325,""
"a'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:46:24",66.451,10.744,""
"fis","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:93:31",74.877,36.486,""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:77:38",74.877,27.905,""
"fis'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:62:12",74.877,19.325,""
"fis'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:46:31",74.877,10.744,""
"g","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:94:3",79.682,36.486,""
"d'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:78:3",79.682,27.905,""
"g'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:63:3",79.682,19.325,""
"b'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:47:3",79.682,10.744,""
"g","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:94:7",88.109,36.486,""
"b","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:78:8",88.109,27.905,""
"d'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:63:8",88.109,19.325,""
"g'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:47:8",88.109,10.744,""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:94:10",93.023,36.486,""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:78:11",93.023,27.905,""
"cis'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:63:12",93.023,19.325,""
"e'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:47:12",93.023,10.744,""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:94:13",97.795,36.486,""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:78:14",97.795,27.905,""
"cis'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:63:18",97.795,19.325,""
"e'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:47:16",97.795,10.744,""
"cis'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:78:17",105.022,27.905,""
"a'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:47:20",105.022,10.744,""
"d'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:78:24",108.073,27.905,""
"b'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:47:25",108.073,10.744,""
"fis","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:95:3",111.678,36.486,""
"cis'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:79:3",111.678,27.905,""
"fis'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:64:3",111.678,19.325,""
"a'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:48:3",111.678,10.744,""
"fis","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:95:8",119.108,36.486,""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:79:10",119.108,27.905,""
"e'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:64:9",119.108,19.325,""
"b,","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:95:13",126.674,36.486,""
"b","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:79:13",126.674,27.905,""
"dis'","/mnt/e/projects/partitur-data/__unpublished/BK_03/BK_03_ly_main.ly:64:13",126.674,19.325,""
