"snippet","data_ref","x","y","bar","bar_moment"
"cis'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:74:23",44.766,17.758,"",""
"ais''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:39:59",44.766,11.548,"",""
"e'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:140:44",47.102,33.887,"",""
"e'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:108:45",47.102,27.676,"",""
"b''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:74:31",47.102,17.758,"",""
"gis''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:39:66",47.102,11.548,"",""
"dis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:141:5",50.631,33.887,3.0,"2"
"dis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:109:5",50.631,27.676,3.0,"2"
"ais''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:75:5",50.631,17.758,3.0,"2"
"fis''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:40:5",50.631,11.548,3.0,"2"
"dis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:141:11",57.702,33.887,"",""
"cis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:109:11",57.702,27.676,"",""
"ais''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:75:12",57.702,17.758,"",""
"fis''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:40:12",57.702,11.548,"",""
"dis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:141:17",61.244,33.887,"",""
"dis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:109:17",61.244,27.676,"",""
"ais''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:75:19",61.244,17.758,"",""
"fis''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:40:19",61.244,11.548,"",""
"fis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:141:23",64.047,33.887,"",""
"dis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:109:23",64.047,27.676,"",""
"ais''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:75:26",64.047,17.758,"",""
"cis'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:40:26",64.047,11.548,"",""
"ais'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:141:29",66.403,33.887,"",""
"dis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:109:29",66.403,27.676,"",""
"dis'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:75:33",66.403,17.758,"",""
"ais''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:40:34",66.403,11.548,"",""
"gis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:142:5",69.933,33.887,4.0,"3"
"e'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:110:5",69.933,27.676,4.0,"3"
"cis'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:76:5",69.933,17.758,4.0,"3"
"cis'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:41:5",69.933,11.548,4.0,"3"
"gis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:142:11",73.767,33.887,"",""
"dis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:110:9",73.767,27.676,"",""
"dis'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:76:13",73.767,17.758,"",""
"b''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:41:13",73.767,11.548,"",""
"dis'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:76:25",81.973,17.758,"",""
"b''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:41:22",81.973,11.548,"",""
"b''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:76:33",84.308,17.758,"",""
"gis''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:41:27",84.308,11.548,"",""
"ais''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:76:38",86.643,17.758,"",""
"fis''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:41:34",86.643,11.548,"",""
"cis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:143:5",90.173,33.887,5.0,"4"
"e'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:111:5",90.173,27.676,5.0,"4"
"gis''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:77:5",90.173,17.758,5.0,"4"
"e''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:42:17",90.173,11.548,5.0,"4"
"cis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:143:11",93.708,33.887,"",""
"e'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:111:9",93.708,27.676,"",""
"dis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:143:17",96.044,33.887,"",""
"fis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:111:13",96.044,27.676,"",""
"e'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:143:23",98.379,33.887,"",""
"gis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:111:19",98.379,27.676,"",""
"gis''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:77:16",100.714,17.758,"",""
"e''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:42:26",100.714,11.548,"",""
"b''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:77:23",103.05,17.758,"",""
"gis''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:42:31",103.05,11.548,"",""
"dis'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:77:28",105.385,17.758,"",""
"dis'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:42:38",105.385,11.548,"",""
"fis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:144:5",108.915,33.887,6.0,"5"
"ais'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:112:5",108.915,27.676,6.0,"5"
"fis'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:78:5",108.915,17.758,6.0,"5"
"dis'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:43:5",108.915,11.548,6.0,"5"
"cis'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:43:15",111.25,11.548,"",""
"fis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:144:11",113.585,33.887,"",""
"ais'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:112:11",113.585,27.676,"",""
"gis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:144:17",115.921,33.887,"",""
"gis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:112:17",115.921,27.676,"",""
"fis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:144:23",118.396,33.887,"",""
"fis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:112:23",118.396,27.676,"",""
"fis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:144:29",121.385,33.887,"",""
"ais'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:112:29",121.385,27.676,"",""
"cis'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:78:16",121.385,17.758,"",""
"ais''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:43:29",121.385,11.548,"",""
"cis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:144:35",124.249,33.887,"",""
"ais'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:112:35",124.249,27.676,"",""
"cis'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:78:24",124.249,17.758,"",""
"ais''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:43:36",124.249,11.548,"",""
"dis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:144:41",126.584,33.887,"",""
"fis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:112:41",126.584,27.676,"",""
"dis'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:78:32",126.584,17.758,"",""
"b''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:43:43",126.584,11.548,"",""
"e'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:145:5",130.114,33.887,7.0,"6"
"gis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:113:5",130.114,27.676,7.0,"6"
"e'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:79:5",130.114,17.758,7.0,"6"
"cis'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:44:5",130.114,11.548,7.0,"6"
"fis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:149:7",137.184,33.887,"",""
"b'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:116:7",137.184,27.676,"",""
"dis'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:82:7",137.184,17.758,"",""
"dis'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:47:7",137.184,11.548,"",""
"fis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:149:13",140.018,33.887,"",""
"ais'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:116:11",140.018,27.676,"",""
"cis'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:82:15",140.018,17.758,"",""
"cis'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:47:15",140.018,11.548,"",""
"fis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:149:19",142.851,33.887,"",""
"gis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:116:17",142.851,27.676,"",""
"e'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:82:23",142.851,17.758,"",""
"b''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:47:23",142.851,11.548,"",""
"b","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:153:9",146.878,33.887,8.0,"7"
"fis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:120:9",146.878,27.676,8.0,"7"
"dis'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:87:9",146.878,17.758,8.0,"7"
"b''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:52:9",146.878,11.548,8.0,"7"
"fis'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:87:20",156.284,17.758,"",""
"dis'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:52:17",156.284,11.548,"",""
"e'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:87:28",158.619,17.758,"",""
"cis'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:52:53",158.619,11.548,"",""
"dis'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:87:34",160.955,17.758,"",""
"b''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:52:61",160.955,11.548,"",""
"b","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:156:9",165.875,33.887,9.0,"8"
"fis'","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:123:9",165.875,27.676,9.0,"8"
"dis'''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:91:9",165.875,17.758,9.0,"8"
"b''","/mnt/e/projects/partitur-data/TMK_07/TMK_07_ly_main.ly:56:9",165.875,11.548,9.0,"8"
