"snippet","data_ref","x","y","bar","bar_moment"
"d'","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:69:15",47.29,11.565,"",""
"fis'","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:56:11",47.29,6.915,"",""
"cis'","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:69:22",49.703,11.565,"",""
"e'","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:56:20",49.703,6.915,"",""
"b,","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:95:17",52.117,24.774,"",""
"fis","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:82:18",52.117,20.124,"",""
"b","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:69:31",52.117,11.565,"",""
"d'","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:56:27",52.117,6.915,"",""
"b,","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:95:24",60.544,24.774,"",""
"fis","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:82:26",60.544,20.124,"",""
"b","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:69:37",60.544,11.565,"",""
"d'","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:56:34",60.544,6.915,"",""
"g","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:96:3",65.348,24.774,3.0,"2"
"g","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:83:3",65.348,20.124,3.0,"2"
"e'","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:70:3",65.348,11.565,3.0,"2"
"e'","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:57:3",65.348,6.915,3.0,"2"
"a","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:96:6",68.978,24.774,"",""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:83:6",68.978,20.124,"",""
"fis'","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:70:7",68.978,11.565,"",""
"fis'","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:57:7",68.978,6.915,"",""
"b","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:96:9",73.38,24.774,"",""
"b","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:83:9",73.38,20.124,"",""
"g'","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:70:13",73.38,11.565,"",""
"g'","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:57:13",73.38,6.915,"",""
"g","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:96:12",77.125,24.774,"",""
"g","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:83:12",77.125,20.124,"",""
"e'","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:70:17",77.125,11.565,"",""
"e'","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:57:17",77.125,6.915,"",""
"e","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:96:15",80.769,24.774,"",""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:83:15",80.769,20.124,"",""
"cis'","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:70:21",80.769,11.565,"",""
"cis'","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:57:21",80.769,6.915,"",""
"e","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:96:18",84.382,24.774,"",""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:83:18",84.382,20.124,"",""
"cis'","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:70:27",84.382,11.565,"",""
"cis'","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:57:27",84.382,6.915,"",""
"e","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:96:21",91.609,24.774,"",""
"g","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:83:21",91.609,20.124,"",""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:70:33",91.609,11.565,"",""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:57:33",91.609,6.915,"",""
"fis","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:97:3",96.414,24.774,4.0,"3"
"fis","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:84:3",96.414,20.124,4.0,"3"
"cis'","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:71:3",96.414,11.565,4.0,"3"
"a'","/mnt/e/projects/partitur-data/__unpublished/BK_08/BK_08_ly_main.ly:58:3",96.414,6.915,4.0,"3"
