"snippet","data_ref","x","y","bar","bar_moment"
"fis'","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:43:3",35.764,6.915,2.0,"1"
"cis","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:101:6",40.578,38.215,"",""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:85:6",40.578,29.718,"",""
"e'","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:69:7",40.578,20.087,"",""
"a'","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:56:9",40.578,11.59,"",""
"e''","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:43:9",40.578,6.915,"",""
"d''","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:43:15",44.191,6.915,"",""
"cis''","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:43:21",46.604,6.915,"",""
"b,","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:101:11",49.018,38.215,"",""
"b","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:85:9",49.018,29.718,"",""
"fis'","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:69:11",49.018,20.087,"",""
"d''","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:56:13",49.018,11.59,"",""
"d''","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:43:30",49.018,6.915,"",""
"e","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:102:3",59.836,38.215,3.0,"2"
"b","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:86:3",59.836,29.718,3.0,"2"
"g'","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:70:3",59.836,20.087,3.0,"2"
"e''","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:57:3",59.836,11.59,3.0,"2"
"e''","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:44:3",59.836,6.915,3.0,"2"
"e","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:102:7",68.262,38.215,"",""
"fis'","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:70:10",68.262,20.087,"",""
"d''","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:57:9",68.262,11.59,"",""
"d''","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:44:9",68.262,6.915,"",""
"a,","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:102:10",71.876,38.215,"",""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:86:6",71.876,29.718,"",""
"e'","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:70:18",71.876,20.087,"",""
"cis''","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:57:14",71.876,11.59,"",""
"cis''","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:44:14",71.876,6.915,"",""
"a,","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:102:16",76.689,38.215,"",""
"d''","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:57:23",76.689,11.59,"",""
"d''","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:44:23",76.689,6.915,"",""
"a,","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:102:20",80.303,38.215,"",""
"e''","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:57:28",80.303,11.59,"",""
"e''","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:44:28",80.303,6.915,"",""
"d","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:103:3",85.107,38.215,4.0,"3"
"d''","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:58:3",85.107,11.59,4.0,"3"
"d''","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:45:3",85.107,6.915,4.0,"3"
"ais","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:88:5",89.92,29.718,"",""
"g'","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:72:5",89.92,20.087,"",""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:88:10",92.832,29.718,"",""
"fis'","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:72:9",92.832,20.087,"",""
"g","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:88:13",95.743,29.718,"",""
"e'","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:72:15",95.743,20.087,"",""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:90:3",98.655,29.718,"",""
"fis'","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:74:3",98.655,20.087,"",""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:103:9",102.268,38.215,"",""
"fis'","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:58:11",102.268,11.59,"",""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:103:12",106.593,38.215,"",""
"fis'","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:58:17",106.593,11.59,"",""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:103:17",110.206,38.215,"",""
"a'","/mnt/e/projects/partitur-data/__unpublished/BK_06/BK_06_ly_main.ly:58:25",110.206,11.59,"",""
