"snippet","data_ref","x","y","tied_data_refs"
"bis'","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:57:27",65.067,22.966,""
"fis'","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:73:28",67.637,27.422,""
"e'","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:73:36",70.207,27.422,""
"gis'","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:57:33",70.207,22.966,""
"bis'","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:41:32",70.207,13.031,""
"dis''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:25:34",70.207,8.646,""
"dis'","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:73:40",72.757,27.422,""
"gis'","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:57:42",72.757,22.966,""
"dis''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:41:38",72.757,13.031,""
"fis''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:25:43",72.757,8.646,""
"cis'","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:74:3",76.287,27.422,""
"gis'","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:58:15",76.287,22.966,""
"dis''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:42:3",76.287,13.031,""
"fis''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:26:3",76.287,8.646,""
"cis''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:42:13",78.622,13.031,""
"e''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:26:13",78.622,8.646,""
"dis'","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:74:11",80.957,27.422,""
"e''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:42:23",80.957,13.031,""
"gis''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:26:21",80.957,8.646,""
"e'","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:74:17",83.293,27.422,""
"b'","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:58:24",83.293,22.966,""
"fis'","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:74:23",85.628,27.422,""
"cis''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:58:31",85.628,22.966,""
"fis'","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:74:29",89.08,27.422,""
"cis''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:58:38",89.08,22.966,""
"e''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:42:29",89.08,13.031,""
"ais''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:26:31",89.08,8.646,""
"fis'","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:74:35",92.825,27.422,""
"dis''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:58:45",92.825,22.966,""
"fis''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:42:34",92.825,13.031,""
"b''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:26:38",92.825,8.646,""
"fis'","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:74:41",96.845,27.422,""
"e''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:58:53",96.845,22.966,""
"gis''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:42:41",96.845,13.031,""
"cis'''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:26:43",96.845,8.646,""
"b","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:75:3",100.375,27.422,""
"e''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:59:3",100.375,22.966,""
"gis''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:43:3",100.375,13.031,""
"cis'''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:27:3",100.375,8.646,""
"b","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:75:6",102.71,27.422,""
"dis''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:59:8",102.71,22.966,""
"fis''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:43:10",102.71,13.031,""
"b''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:27:11",102.71,8.646,""
"b","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:75:9",105.045,27.422,""
"dis''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:59:15",105.045,22.966,""
"fis''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:43:17",105.045,13.031,""
"b''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:27:16",105.045,8.646,""
"fis''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:59:23",110.916,22.966,""
"dis'''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:27:22",110.916,8.646,""
"e''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:59:34",113.251,22.966,""
"cis'''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:27:35",113.251,8.646,""
"dis''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:59:39",115.586,22.966,""
"b''","/mnt/e/projects/partitur-data/TMK_06/TMK_06_ly_main.ly:27:43",115.586,8.646,""
