"snippet","data_ref","x","y","bar","bar_moment"
"dis''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:112:3",39.042,31.365,3.0,"2"
"dis''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:88:3",39.042,24.809,3.0,"2"
"dis'''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:64:3",39.042,14.945,3.0,"2"
"dis'''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:39:3",39.042,8.389,3.0,"2"
"cis''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:112:13",41.377,31.365,"",""
"cis''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:88:13",41.377,24.809,"",""
"cis'''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:64:14",41.377,14.945,"",""
"cis'''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:39:14",41.377,8.389,"",""
"fis'","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:112:23",48.152,31.365,"",""
"ais'","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:88:23",48.152,24.809,"",""
"cis'''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:64:25",48.152,14.945,"",""
"ais''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:39:25",48.152,8.389,"",""
"cis'","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:112:29",50.702,31.365,"",""
"ais'","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:88:29",50.702,24.809,"",""
"cis'''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:64:33",50.702,14.945,"",""
"ais''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:39:32",50.702,8.389,"",""
"dis'","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:112:35",53.004,31.365,"",""
"fis'","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:88:35",53.004,24.809,"",""
"dis'''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:64:41",53.004,14.945,"",""
"b''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:39:39",53.004,8.389,"",""
"e'","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:113:3",55.764,31.365,4.0,"3"
"gis'","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:89:3",55.764,24.809,4.0,"3"
"e'''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:65:3",55.764,14.945,4.0,"3"
"cis'''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:40:3",55.764,8.389,4.0,"3"
"fis'","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:114:5",61.782,31.365,"",""
"b'","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:90:5",61.782,24.809,"",""
"dis'''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:66:5",61.782,14.945,"",""
"dis'''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:41:5",61.782,8.389,"",""
"fis'","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:114:11",64.917,31.365,"",""
"ais'","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:90:9",64.917,24.809,"",""
"cis'''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:66:13",64.917,14.945,"",""
"cis'''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:41:13",64.917,8.389,"",""
"fis'","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:114:17",67.75,31.365,"",""
"gis'","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:90:15",67.75,24.809,"",""
"e'''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:66:21",67.75,14.945,"",""
"b''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:41:21",67.75,8.389,"",""
"b","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:117:3",71.778,31.365,5.0,"4"
"fis'","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:93:3",71.778,24.809,5.0,"4"
"dis'''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:69:3",71.778,14.945,5.0,"4"
"b''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:44:3",71.778,8.389,5.0,"4"
"b","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:118:6",83.818,31.365,6.0,"5"
"fisis'","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:94:6",83.818,24.809,6.0,"5"
"e'''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:70:6",83.818,14.945,6.0,"5"
"b''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:45:6",83.818,8.389,6.0,"5"
"b","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:118:9",86.398,31.365,"",""
"fisis'","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:94:14",86.398,24.809,"",""
"e'''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:70:12",86.398,14.945,"",""
"cis'''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:45:11",86.398,8.389,"",""
"b","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:118:12",88.978,31.365,"",""
"a'","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:94:22",88.978,24.809,"",""
"e'''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:70:18",88.978,14.945,"",""
"e'''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:45:19",88.978,8.389,"",""
"b","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:119:4",103.057,36.194,8.0,"7"
"b'","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:119:6",103.057,33.506,8.0,"7"
"b","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:123:3",102.832,31.365,8.0,"7"
"fis'","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:95:4",103.057,28.93,8.0,"7"
"b'","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:95:9",103.057,26.222,8.0,"7"
"fis'","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:99:3",102.832,24.809,8.0,"7"
"cis'''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:71:4",103.057,17.949,8.0,"7"
"dis'''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:71:11",103.057,15.242,8.0,"7"
"cis'''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:75:3",102.832,14.945,8.0,"7"
"dis'''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:46:4",103.057,10.685,8.0,"7"
"dis'''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:50:3",102.832,8.389,8.0,"7"
"fis'''","/mnt/e/projects/partitur-data/TMK_08/TMK_08_ly_main.ly:46:11",103.057,7.958,8.0,"7"
