"snippet","data_ref","x","y","tied_data_refs"
"b'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:45:3",81.462,6.915,""
"g","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:102:6",87.475,35.86,""
"b","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:89:7",87.475,31.204,""
"e'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:76:7",87.475,22.644,""
"e'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:58:7",87.475,16.766,""
"b'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:45:7",87.475,6.915,""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:89:12",92.289,31.204,""
"d'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:76:13",92.289,22.644,""
"fis'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:58:13",92.289,16.766,""
"a'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:45:12",92.289,6.915,""
"g'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:45:17",95.902,6.915,""
"g","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:102:9",99.516,35.86,""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:89:17",99.516,31.204,""
"cis'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:76:19",99.516,22.644,""
"g'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:58:21",99.516,16.766,""
"g'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:45:23",99.516,6.915,""
"g","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:102:15",110.342,35.86,""
"b","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:89:21",110.342,31.204,""
"d'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:76:26",110.342,22.644,""
"b'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:58:26",110.342,16.766,""
"b'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:45:28",110.342,6.915,""
"fis","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:103:3",116.347,35.86,""
"cis'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:90:3",116.347,31.204,""
"cis'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:77:3",116.347,22.644,""
"a'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:59:3",116.347,16.766,""
"a'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:46:3",116.347,6.915,""
"fis","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:103:8",122.361,35.86,""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:90:9",122.361,31.204,""
"cis'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:77:9",122.361,22.644,""
"fis'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:46:7",122.361,6.915,""
"a'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:46:14",127.113,6.915,""
"fis'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:46:20",130.727,6.915,""
"e'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:46:28",133.14,6.915,""
"b,","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:103:13",135.554,35.86,""
"fis","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:90:12",135.554,31.204,""
"b","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:77:15",135.554,22.644,""
"fis'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:62:4",135.956,20.102,""
"b'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:62:9",135.956,17.157,""
"d'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:46:33",135.554,6.915,""
"e'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:63:4",141.237,20.08,""
"cis''","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:63:7",141.237,17.158,""
"d'","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:64:4",150.615,20.08,""
"d''","/mnt/e/projects/partitur-data/__unpublished/BK_09/BK_09_ly_main.ly:64:7",150.615,17.179,""
