"snippet","data_ref","x","y","tied_data_refs"
"dis'''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:29:3",30.001,8.047,""
"b","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:92:6",32.336,32.072,""
"dis''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:50:10",32.336,16.072,""
"dis'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:92:9",34.671,32.072,""
"fis''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:50:17",34.671,16.072,""
"cis'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:92:16",37.006,32.072,""
"e''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:50:27",37.006,16.072,""
"b","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:92:23",39.342,32.072,""
"dis''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:50:35",39.342,16.072,""
"b'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:71:14",44.012,24.096,""
"b''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:29:18",44.012,8.047,""
"cis''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:71:21",46.347,24.096,""
"cis'''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:29:26",46.347,8.047,""
"gis'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:93:3",49.889,32.072,""
"dis''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:72:3",49.889,24.096,""
"dis''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:51:3",49.889,16.072,""
"dis'''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:30:3",49.889,8.047,""
"fis'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:93:12",55.759,32.072,""
"fis''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:51:13",55.759,16.072,""
"eis'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:93:20",58.094,32.072,""
"dis''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:72:10",58.094,24.096,""
"gis''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:51:22",58.094,16.072,""
"gis''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:30:11",58.094,8.047,""
"cis''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:72:19",60.43,24.096,""
"dis''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:72:26",62.765,24.096,""
"b''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:30:20",62.765,8.047,""
"b'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:72:33",65.1,24.096,""
"fis'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:94:3",68.63,32.072,""
"cis''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:73:3",68.63,24.096,""
"cis''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:52:3",68.63,16.072,""
"cis'''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:31:3",68.63,8.047,""
"eis'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:94:9",71.523,32.072,""
"cis''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:52:10",71.523,16.072,""
"fis'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:94:15",73.858,32.072,""
"dis''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:52:17",73.858,16.072,""
"gis'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:94:24",76.193,32.072,""
"eis''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:52:27",76.193,16.072,""
"ais'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:94:33",78.529,32.072,""
"fis''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:52:37",78.529,16.072,""
"b'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:94:39",83.199,32.072,""
"b'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:73:17",83.199,24.096,""
"b''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:52:44",83.199,16.072,""
"b''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:31:18",83.199,8.047,""
"ais'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:94:43",85.534,32.072,""
"ais'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:73:21",85.534,24.096,""
"ais''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:52:49",85.534,16.072,""
"ais''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:31:23",85.534,8.047,""
"gis'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:95:3",89.065,32.072,""
"gis'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:74:3",89.065,24.096,""
"gis''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:53:3",89.065,16.072,""
"gis''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:32:3",89.065,8.047,""
"gis'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:95:10",94.936,32.072,""
"gis'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:74:10",94.936,24.096,""
"gis''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:53:11",94.936,16.072,""
"gis''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:32:11",94.936,8.047,""
"gis'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:95:16",98.098,32.072,""
"gis'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:74:16",98.098,24.096,""
"gis''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:53:18",98.098,16.072,""
"gis''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:32:18",98.098,8.047,""
"ais'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:95:22",102.207,32.072,""
"ais'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:74:22",102.207,24.096,""
"ais''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:53:25",102.207,16.072,""
"ais''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:32:25",102.207,8.047,""
"b'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:95:28",106.153,32.072,""
"b'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:74:28",106.153,24.096,""
"b''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:53:32",106.153,16.072,""
"b''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:32:32",106.153,8.047,""
"gis'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:95:32",108.488,32.072,""
"gis'","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:74:32",108.488,24.096,""
"gis''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:53:37",108.488,16.072,""
"gis''","/mnt/e/projects/partitur-data/TMK_05/TMK_05_ly_main.ly:32:37",108.488,8.047,""
