"snippet","data_ref","x","y","bar","bar_moment"
"b'","/mnt/e/projects/partitur-data/__unpublished/BK_05/BK_05_ly_main.ly:50:19",96.014,13.745,"",""
"a'","/mnt/e/projects/partitur-data/__unpublished/BK_05/BK_05_ly_main.ly:36:17",96.014,8.839,"",""
"b'","/mnt/e/projects/partitur-data/__unpublished/BK_05/BK_05_ly_main.ly:36:24",98.427,8.839,"",""
"fis","/mnt/e/projects/partitur-data/__unpublished/BK_05/BK_05_ly_main.ly:93:3",102.033,35.646,5.0,"4"
"cis'","/mnt/e/projects/partitur-data/__unpublished/BK_05/BK_05_ly_main.ly:79:3",102.033,30.739,5.0,"4"
"e'","/mnt/e/projects/partitur-data/__unpublished/BK_05/BK_05_ly_main.ly:65:3",102.033,22.242,5.0,"4"
"a'","/mnt/e/projects/partitur-data/__unpublished/BK_05/BK_05_ly_main.ly:51:3",102.033,13.745,5.0,"4"
"a'","/mnt/e/projects/partitur-data/__unpublished/BK_05/BK_05_ly_main.ly:37:3",102.033,8.839,5.0,"4"
"b'","/mnt/e/projects/partitur-data/__unpublished/BK_05/BK_05_ly_main.ly:37:9",104.446,8.839,"",""
"e","/mnt/e/projects/partitur-data/__unpublished/BK_05/BK_05_ly_main.ly:93:10",106.86,35.646,"",""
"a'","/mnt/e/projects/partitur-data/__unpublished/BK_05/BK_05_ly_main.ly:37:14",106.86,8.839,"",""
"d","/mnt/e/projects/partitur-data/__unpublished/BK_05/BK_05_ly_main.ly:93:13",110.473,35.646,"",""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_05/BK_05_ly_main.ly:79:10",110.473,30.739,"",""
"fis'","/mnt/e/projects/partitur-data/__unpublished/BK_05/BK_05_ly_main.ly:65:9",110.473,22.242,"",""
"cis","/mnt/e/projects/partitur-data/__unpublished/BK_05/BK_05_ly_main.ly:93:16",114.086,35.646,"",""
"e'","/mnt/e/projects/partitur-data/__unpublished/BK_05/BK_05_ly_main.ly:65:15",114.086,22.242,"",""
"b,","/mnt/e/projects/partitur-data/__unpublished/BK_05/BK_05_ly_main.ly:93:23",117.7,35.646,"",""
"fis","/mnt/e/projects/partitur-data/__unpublished/BK_05/BK_05_ly_main.ly:79:14",117.7,30.739,"",""
"dis'","/mnt/e/projects/partitur-data/__unpublished/BK_05/BK_05_ly_main.ly:65:21",117.7,22.242,"",""
