"snippet","data_ref","x","y","bar","bar_moment"
"e'","/mnt/e/projects/partitur-data/__unpublished/BK_07/BK_07_ly_main.ly:70:11",73.721,15.474,"",""
"a'","/mnt/e/projects/partitur-data/__unpublished/BK_07/BK_07_ly_main.ly:57:14",73.721,6.915,"",""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_07/BK_07_ly_main.ly:96:12",77.715,28.684,"",""
"c'","/mnt/e/projects/partitur-data/__unpublished/BK_07/BK_07_ly_main.ly:83:19",77.715,20.124,"",""
"e'","/mnt/e/projects/partitur-data/__unpublished/BK_07/BK_07_ly_main.ly:70:15",77.715,15.474,"",""
"gis'","/mnt/e/projects/partitur-data/__unpublished/BK_07/BK_07_ly_main.ly:57:18",77.715,6.915,"",""
"e","/mnt/e/projects/partitur-data/__unpublished/BK_07/BK_07_ly_main.ly:96:15",81.943,28.684,"",""
"b","/mnt/e/projects/partitur-data/__unpublished/BK_07/BK_07_ly_main.ly:83:23",81.943,20.124,"",""
"e'","/mnt/e/projects/partitur-data/__unpublished/BK_07/BK_07_ly_main.ly:70:19",81.943,15.474,"",""
"g'","/mnt/e/projects/partitur-data/__unpublished/BK_07/BK_07_ly_main.ly:57:24",81.943,6.915,"",""
"cis","/mnt/e/projects/partitur-data/__unpublished/BK_07/BK_07_ly_main.ly:96:18",86.756,28.684,"",""
"g","/mnt/e/projects/partitur-data/__unpublished/BK_07/BK_07_ly_main.ly:83:26",86.756,20.124,"",""
"e'","/mnt/e/projects/partitur-data/__unpublished/BK_07/BK_07_ly_main.ly:70:23",86.756,15.474,"",""
"e'","/mnt/e/projects/partitur-data/__unpublished/BK_07/BK_07_ly_main.ly:57:28",86.756,6.915,"",""
"d","/mnt/e/projects/partitur-data/__unpublished/BK_07/BK_07_ly_main.ly:96:23",91.31,28.684,"",""
"g","/mnt/e/projects/partitur-data/__unpublished/BK_07/BK_07_ly_main.ly:83:29",91.31,20.124,"",""
"eis'","/mnt/e/projects/partitur-data/__unpublished/BK_07/BK_07_ly_main.ly:70:27",91.31,15.474,"",""
"eis'","/mnt/e/projects/partitur-data/__unpublished/BK_07/BK_07_ly_main.ly:57:32",91.31,6.915,"",""
"d","/mnt/e/projects/partitur-data/__unpublished/BK_07/BK_07_ly_main.ly:97:3",96.115,28.684,4.0,"3"
"a","/mnt/e/projects/partitur-data/__unpublished/BK_07/BK_07_ly_main.ly:84:3",96.115,20.124,4.0,"3"
"fis'","/mnt/e/projects/partitur-data/__unpublished/BK_07/BK_07_ly_main.ly:71:3",96.115,15.474,4.0,"3"
"fis'","/mnt/e/projects/partitur-data/__unpublished/BK_07/BK_07_ly_main.ly:58:3",96.115,6.915,4.0,"3"
