"snippet","data_ref","x","y","tied_data_refs"
"a","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:43:22",119.842,10.564,""
"f'","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:44:3",124.164,10.564,""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:44:7",128.911,10.564,""
"des''","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:44:12",133.423,10.564,""
"e","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:45:3",141.841,10.564,""
"des''","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:45:10",147.868,10.564,""
"c''","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:45:17",150.281,10.564,""
"c''","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:46:5",154.147,10.564,""
"des''","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:46:10",157.474,10.564,""
"e","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:46:17",161.366,10.564,""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:49:3",164.57,10.564,""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:51:6",182.39,10.564,""
"des'","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:53:3",185.995,10.564,""
"des'","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:53:9",188.408,10.564,""
"f'","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:53:15",193.235,10.564,""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:53:21",195.648,10.564,""
"des''","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:53:27",201.675,10.564,""
"c''","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:54:3",205.28,10.564,""
"bes'","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:54:11",211.306,10.564,""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:54:19",213.72,10.564,""
"bes'","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:55:3",222.138,10.564,""
"ges'","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:55:10",228.164,10.564,""
"e","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:55:16",230.578,10.564,""
"bes'","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:55:22",236.605,10.564,""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:56:3",240.21,10.564,""
"ges'","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:58:3",259.622,10.564,""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:58:10",265.648,10.564,""
"ges'","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:58:15",268.203,10.564,""
"ges'","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:58:21",271.816,10.564,""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:58:29",274.577,10.564,""
"f'","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:59:3",278.183,10.564,""
"a","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:59:7",282.93,10.564,""
"des''","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:59:12",287.443,10.564,""
"e","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:60:3",295.861,10.564,""
"des''","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:60:10",301.887,10.564,""
"c''","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:60:17",304.957,10.564,""
"des''","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:60:24",308.571,10.564,""
"e","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:60:31",310.984,10.564,""
"des''","/mnt/e/projects/partitur-data/__unpublished/BK_01/BK_01_ly_main.ly:61:3",314.588,10.564,""
