"snippet","data_ref","x","y","bar","bar_moment"
"dis''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:24:34",70.207,8.646,"",""
"dis'","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:72:40",72.757,27.422,"",""
"gis'","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:56:42",72.757,22.966,"",""
"dis''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:40:38",72.757,13.031,"",""
"fis''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:24:43",72.757,8.646,"",""
"cis'","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:73:3",76.287,27.422,4.0,"3"
"gis'","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:57:15",76.287,22.966,4.0,"3"
"dis''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:41:3",76.287,13.031,4.0,"3"
"fis''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:25:3",76.287,8.646,4.0,"3"
"cis''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:41:13",78.622,13.031,"",""
"e''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:25:13",78.622,8.646,"",""
"dis'","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:73:11",80.957,27.422,"",""
"e''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:41:23",80.957,13.031,"",""
"gis''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:25:21",80.957,8.646,"",""
"e'","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:73:17",83.293,27.422,"",""
"b'","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:57:24",83.293,22.966,"",""
"fis'","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:73:23",85.628,27.422,"",""
"cis''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:57:31",85.628,22.966,"",""
"fis'","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:73:29",89.08,27.422,"",""
"cis''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:57:38",89.08,22.966,"",""
"e''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:41:29",89.08,13.031,"",""
"ais''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:25:31",89.08,8.646,"",""
"fis'","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:73:35",92.825,27.422,"",""
"dis''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:57:45",92.825,22.966,"",""
"fis''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:41:34",92.825,13.031,"",""
"b''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:25:38",92.825,8.646,"",""
"fis'","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:73:41",96.845,27.422,"",""
"e''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:57:53",96.845,22.966,"",""
"gis''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:41:41",96.845,13.031,"",""
"cis'''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:25:43",96.845,8.646,"",""
"b","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:74:3",100.375,27.422,5.0,"4"
"e''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:58:3",100.375,22.966,5.0,"4"
"gis''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:42:3",100.375,13.031,5.0,"4"
"cis'''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:26:3",100.375,8.646,5.0,"4"
"b","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:74:6",102.71,27.422,"",""
"dis''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:58:8",102.71,22.966,"",""
"fis''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:42:10",102.71,13.031,"",""
"b''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:26:11",102.71,8.646,"",""
"b","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:74:9",105.045,27.422,"",""
"dis''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:58:15",105.045,22.966,"",""
"fis''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:42:17",105.045,13.031,"",""
"b''","/home/henri/projects/partitur-data/TMK_03/TMK_03_ly_main.ly:26:16",105.045,8.646,"",""
